LSZ    BHZ          4134 n -  s4        0 n -  s4        0 y        -1 20090406 12:00:00
LSZ    BHN          4135 n -  s4        0 n -  s4        0 y        -1 20090406 12:00:00
LSZ    BHE          4136 n -  s4        0 n -  s4        0 y        -1 20090406 12:00:00
