    9965 Streckeisen_STS-2.5_+_Quanterra_Q330               STS2.5 b d   40.000000   6.16070000E-02         1.000000 responses                                                        AAK_BHE_AF_2014255.fap           fap    20150127 12:00:00
    9964 Streckeisen_STS-2.5_+_Quanterra_Q330               STS2.5 b d   40.000000   6.18400000E-02         1.000000 responses                                                        AAK_BHN_AF_2014255.fap           fap    20150127 12:00:00
    9963 Streckeisen_STS-2.5_+_Quanterra_Q330               STS2.5 b d   40.000000   6.14540000E-02         1.000000 responses                                                        AAK_BHZ_AF_2014255.fap           fap    20150127 12:00:00
