H04N    2003110  2008315  -46.160800   51.779200    0.0000 CROZET_ISLANDS,_France                             ar   H04N      0.0000    0.0000 20170814 12:00:00
H04N    2017052  2286324  -46.189327   51.584647   -1.2820 CROZET_ISLANDS,_France                             ar   H04N      0.0000    0.0000 20170525 12:00:00
H04N1   2003110  2008315  -46.160800   51.779200    0.0000 CROZET_ISLANDS,_France                             ss   H04N      0.0000    0.0000 20100319 12:00:00
H04N1   2017052  2286324  -46.189327   51.584647   -1.2820 CROZET_ISLANDS,_France                             ss   H04N      0.0000    0.0000 20170525 12:00:00
H04N2   2003110  2008315  -46.164400   51.802500    0.0000 CROZET_ISLANDS,_France                             ss   H04N     -0.4007    1.8007 20100319 12:00:00
H04N2   2017052  2286324  -46.172223   51.579827   -1.3780 CROZET_ISLANDS,_France                             ss   H04N      1.9024   -0.3724 20170525 12:00:00
H04N3   2003110  2008315  -46.177200   51.783200    0.0000 CROZET_ISLANDS,_France                             ss   H04N     -1.8241    0.3091 20100319 12:00:00
H04N3   2017052  2286324  -46.178073   51.604792   -1.2690 CROZET_ISLANDS,_France                             ss   H04N      1.2515    1.5565 20170525 12:00:00
