CONTIN           CFA                  CFA    BHZ      7200.00 1  2012340  2286324 20130320 12:00:00
CONTIN           CFA                  CFA    BHN      7200.00 1  2012340  2286324 20130320 12:00:00
CONTIN           CFA                  CFA    BHE      7200.00 1  2012340  2286324 20130320 12:00:00
