KDAK    1997160  2005107   57.782800 -152.583500    0.1520 Kodiak_Island,_Alaska,_USA                         ss   KDAK      0.0000    0.0000 20180827 12:00:00
KDAK    2005108  2286324   57.782800 -152.583500    0.1575 Kodiak_Island,_Alaska,_USA                         ss   KDAK      0.0000    0.0000 20180827 12:00:00
