CONTIN           DBIC                 DBIC   be       7200.00 1  1995100  2002171 20020711 12:00:00
CONTIN           DBIC                 DBIC   bn       7200.00 1  1995100  2002171 20020711 12:00:00
CONTIN           DBIC                 DBIC   bz       7200.00 1  1995100  2002171 20020711 12:00:00
CONTIN           DBIC                 DBIC   le       7200.00 1  1995100  2002171 20020711 12:00:00
CONTIN           DBIC                 DBIC   ln       7200.00 1  1995100  2002171 20020711 12:00:00
CONTIN           DBIC                 DBIC   lz       7200.00 1  1995100  2002171 20020711 12:00:00
CONTIN           DBIC                 DBIC   sz       7200.00 1  1995100  2002171 20020711 12:00:00
CONTIN           DBIC                 DBIC01 SHZ      7200.00 1  2002174  2002246 20020711 12:00:00
CONTIN           DBIC                 DBIC1  SHZ      7200.00 1  2002246  2286324 20040629 12:00:00
CONTIN           DBIC                 DBIC31 BHE      7200.00 1  2002175  2002246 20020711 12:00:00
CONTIN           DBIC                 DBIC31 BHN      7200.00 1  2002175  2002246 20020711 12:00:00
CONTIN           DBIC                 DBIC31 BHZ      7200.00 1  2002175  2002246 20020711 12:00:00
CONTIN           DBIC                 DBICB  BHE      7200.00 1  2002246  2286324 20150813 12:00:00
CONTIN           DBIC                 DBICB  BHN      7200.00 1  2002246  2286324 20150813 12:00:00
CONTIN           DBIC                 DBICB  BHZ      7200.00 1  2002246  2286324 20040629 12:00:00
