I13CL   2005076  2286324  -27.127260 -109.362650    0.1635 EASTER_ISLAND_CHILE_INFRASONIC_ARRAY               ar   I13CL     0.0000    0.0000 20090116 12:00:00
I13H1   2005076  2286324  -27.127260 -109.362650    0.1635 EASTER_ISLAND_CHILE_INFRASONIC_ARRAY               ss   I13CL     0.0000    0.0000 20090116 12:00:00
I13H2   2005076  2286324  -27.127630 -109.350460    0.1519 EASTER_ISLAND_CHILE_INFRASONIC_ARRAY               ss   I13CL    -0.0410    1.2080 20090116 12:00:00
I13H3   2005076  2286324  -27.141830 -109.368460    0.1618 EASTER_ISLAND_CHILE_INFRASONIC_ARRAY               ss   I13CL    -1.6138   -0.5757 20090116 12:00:00
I13H4   2005076  2286324  -27.116560 -109.365810    0.2180 EASTER_ISLAND_CHILE_INFRASONIC_ARRAY               ss   I13CL     1.1851   -0.3132 20090116 12:00:00
I13H5   2005076  2286324  -27.122930 -109.366980    0.1862 EASTER_ISLAND_CHILE_INFRASONIC_ARRAY               ss   I13CL     0.4796   -0.4291 20090116 12:00:00
I13H6   2005076  2286324  -27.122750 -109.365460    0.1698 EASTER_ISLAND_CHILE_INFRASONIC_ARRAY               ss   I13CL     0.4995   -0.2785 20090116 12:00:00
I13H7   2005076  2286324  -27.124160 -109.367080    0.1624 EASTER_ISLAND_CHILE_INFRASONIC_ARRAY               ss   I13CL     0.3433   -0.4390 20090116 12:00:00
I13H8   2005076  2286324  -27.122380 -109.367580    0.1818 EASTER_ISLAND_CHILE_INFRASONIC_ARRAY               ss   I13CL     0.5405   -0.4886 20090116 12:00:00
