I33H1  LWS       2002185     2390  2286324 n       0.0000   -1.0   -1.0 wind_speed                                         20050119 12:00:00
I33H1  LWD       2002185     2389  2286324 n       0.0000   -1.0   -1.0 wind_direction                                     20050119 12:00:00
I33H1  LKO       2002185     2388  2286324 n       0.0000   -1.0   -1.0 external_temperature                               20050119 12:00:00
I33H1  LDA       2002185     2387  2286324 n       0.0000   -1.0   -1.0 Absolute_Pressure                                  20050119 12:00:00
I33H1  BDF       2001288     2002  2286324 n       0.0000   -1.0   -1.0 0.01_Hz_to_5_Hz_micropressure                      20050119 12:00:00
I33H2  BDF       2001288     2003  2286324 n       0.0000   -1.0   -1.0 0.01_Hz_to_5_Hz_micropressure                      20050119 12:00:00
I33H3  BDF       2001288     2004  2286324 n       0.0000   -1.0   -1.0 0.01_Hz_to_5_Hz_micropressure                      20050119 12:00:00
I33H4  BDF       2001288     2005  2286324 n       0.0000   -1.0   -1.0 0.01_Hz_to_5_Hz_micropressure                      20050119 12:00:00
