I51GB   2008315  2286324   32.361540  -64.698740   -0.0346 Bermuda,_United_Kingdom                            ar   I51GB     0.0000    0.0000 20090114 12:00:00
I51H1   2008315  2286324   32.361540  -64.698740   -0.0346 Bermuda,_United_Kingdom                            ss   I51GB     0.0000    0.0000 20090114 12:00:00
I51H2   2008315  2286324   32.354080  -64.686100   -0.0333 Bermuda,_United_Kingdom                            ss   I51GB    -0.8271    1.1896 20090114 12:00:00
I51H3   2008315  2286324   32.341240  -64.702220   -0.0268 Bermuda,_United_Kingdom                            ss   I51GB    -2.2507   -0.3276 20090114 12:00:00
I51H4   2008315  2286324   32.349570  -64.711040   -0.0126 Bermuda,_United_Kingdom                            ss   I51GB    -1.3271   -1.1576 20090114 12:00:00
