NRIK   BHZ          5595 n CA -       -20 n -  s3      -20 y        -1 20110110 12:00:00
NRIK   BH2          5597 n CA -       -20 n -  s3      -20 y        -1 20110110 12:00:00
NRIK   BH1          5596 n CA -       -20 n -  s3      -20 y        -1 20110110 12:00:00
