DLBC   BHE          4118 n -  s4       40 n -  s4       40 y        -1 20190924 12:00:00
DLBC   BHN          4117 n -  s4       40 n -  s4       40 y        -1 20190924 12:00:00
DLBC   BHZ          4116 n -  s4       40 n -  s4       40 y        -1 20190924 12:00:00
