GUMO    2005080  2005218   13.587800  144.866200    0.0140 GUAM,_MARIANAS_ISLANDS,_UNITED_STATES_OF_AMERICA   ss   GUMO      0.0000    0.0000 20060817 12:00:00
GUMO    2005219  2286324   13.589200  144.868400    0.1644 GUAM,_MARIANAS_ISLANDS,_UNITED_STATES_OF_AMERICA   ss   GUMO      0.0000    0.0000 20190214 12:00:00
