BOSA1  SHZ          1641 n CA -        40 n -  s3       40 y        -1 20180508 12:00:00
BOSAB  BHE          1640 n CA -        40 n -  s3       40 y        -1 20180508 12:00:00
BOSAB  BHN          1639 n CA -        40 n -  s3       40 y        -1 20180508 12:00:00
BOSAB  BHZ          1638 n CA -        40 n -  s3       40 y        -1 20180508 12:00:00
