JKA     1995103  2009007   44.116500  142.596800    0.2200 Kamikawa-asahi,_Japan                              ss   JKA       0.0000    0.0000 20090107 12:00:00
JKA     2009007  2286324   44.118950  142.593250    0.2760 Kamikawa-Asahi,_Hokkaido,_Japan                    ss   JKA       0.0000    0.0000 20090107 12:00:00
