PSI    BHE          4191 n -  s4       40 n -  s4       40 y        -1 20160217 12:00:00
PSI    BHN          4190 n -  s4       40 n -  s4       40 y        -1 20160217 12:00:00
PSI    BHZ          4189 n -  s4       40 n -  s4       40 y        -1 20160217 12:00:00
