FRB    BHZ          4113 n -  s4        0 n -  s4        0 y        -1 20061207 12:00:00
FRB    BHN          4114 n -  s4        0 n -  s4        0 y        -1 20061207 12:00:00
FRB    BHE          4115 n -  s4        0 n -  s4        0 y        -1 20061207 12:00:00
