CONTIN           ANMO                 ANMO   bz       7200.00 1  2000223  2011025 20110209 12:00:00
CONTIN           ANMO                 ANMO   bn       7200.00 1  2000223  2011025 20110209 12:00:00
CONTIN           ANMO                 ANMO   be       7200.00 1  2000223  2011025 20110209 12:00:00
CONTIN           ANMO                 ANMO   BHZ      7200.00 1  2011025  2286324 20110209 12:00:00
CONTIN           ANMO                 ANMO   BH2      7200.00 1  2011025  2286324 20170519 12:00:00
CONTIN           ANMO                 ANMO   BH1      7200.00 1  2011025  2286324 20170519 12:00:00
