INK    BHZ          4198 n -  s4        0 n -  s4        0 y        -1 20081229 12:00:00
INK    BHN          4199 n -  s4        0 n -  s4        0 y        -1 20081229 12:00:00
INK    BHE          4200 n -  s4        0 n -  s4        0 y        -1 20081229 12:00:00
