CONTIN           FURI                 FURI   BHE      7200.00 1  2018185  2286324 20180709 12:00:00
CONTIN           FURI                 FURI   BHN      7200.00 1  2018185  2286324 20180709 12:00:00
CONTIN           FURI                 FURI   BHZ      7200.00 1  2018185  2286324 20180709 12:00:00
