I24FR   2000071  2286324  -17.749290 -149.295820    0.1168 TAHITI-TARAVAO_INFRASONIC_ARRAY,_FRENCH_POLYNESIA  ar   I24FR     0.0000    0.0000 20030730 12:00:00
I24H1   2000071  2286324  -17.749290 -149.295820    0.1168 TAHITI-TARAVAO_INFRASONIC_ARRAY,_FRENCH_POLYNESIA  ss   I24FR     0.0000    0.0000 20030730 12:00:00
I24H2   2000071  2286324  -17.736690 -149.296020    0.0748 TAHITI-TARAVAO_INFRASONIC_ARRAY,_FRENCH_POLYNESIA  ss   I24FR     1.3934   -0.0212 20030730 12:00:00
I24H3   2000071  2286324  -17.742710 -149.274790    0.2285 TAHITI-TARAVAO_INFRASONIC_ARRAY,_FRENCH_POLYNESIA  ss   I24FR     0.7275    2.2286 20030730 12:00:00
I24H4   2000071  2286324  -17.756600 -149.281850    0.2340 TAHITI-TARAVAO_INFRASONIC_ARRAY,_FRENCH_POLYNESIA  ss   I24FR    -0.8085    1.4803 20030730 12:00:00
I24H5   2000071  2286324  -17.756850 -149.308370    0.0960 TAHITI-TARAVAO_INFRASONIC_ARRAY,_FRENCH_POLYNESIA  ss   I24FR    -0.8361   -1.3298 20030730 12:00:00
