MATP   BHZ       2004343     5323  2286324 n       0.0000   -1.0    0.0 broad-band_vertical                                20090618 12:00:00
MATP   BHN       2004343     5324  2286324 n       0.0000    0.0   90.0 broad-band_north                                   20090618 12:00:00
MATP   BHE       2004343     5325  2286324 n       0.0000   90.0   90.0 broad-band_east                                    20090618 12:00:00
