I17H1  LWS          2066 n CA -       -20 n -  s3      -20 y        -1 20040420 12:00:00
I17H1  LWD          2065 n CA -       -20 n -  s3      -20 y        -1 20040420 12:00:00
I17H1  LKO          2064 n CA -       -20 n -  s3      -20 y        -1 20040420 12:00:00
I17H1  LDA          2063 n CA -       -20 n -  s3      -20 y        -1 20040420 12:00:00
I17H1  BDF          2059 n CA -       -20 n -  s3      -20 y        -1 20040420 12:00:00
I17H2  BDF          2060 n CA -       -20 n -  s3      -20 y        -1 20040420 12:00:00
I17H3  BDF          2061 n CA -       -20 n -  s3      -20 y        -1 20040420 12:00:00
I17H4  BDF          2062 n CA -       -20 n -  s3      -20 y        -1 20040420 12:00:00
