VAE    HHE          8570 n -  s4       80 n -  s4       80 y        -1 20180725 12:00:00
VAE    HHN          8569 n -  s4       80 n -  s4       80 y        -1 20180725 12:00:00
VAE    HHZ          8568 n -  s4       80 n -  s4       80 y        -1 20180725 12:00:00
