NWAO   BH1          8758 n -  s4       40 n -  s4       40 y        -1 20190509 12:00:00
NWAO   BH2          8759 n -  s4       40 n -  s4       40 y        -1 20190509 12:00:00
NWAO   BHZ          4104 n -  s4       40 n -  s4       40 y        -1 20170302 12:00:00
