AFI    BHE          4194 n -  s4       40 n -  s4       40 y        -1 20140127 12:00:00
AFI    BHN          4193 n -  s4       40 n -  s4       40 y        -1 20140127 12:00:00
AFI    BHZ          4192 n -  s4       40 n -  s4       40 y        -1 20140127 12:00:00
