LPIG   BHZ          5239 n -  s4        0 n -  s4        0 y        -1 20090520 12:00:00
LPIG   BHN          5240 n -  s4        0 n -  s4        0 y        -1 20090520 12:00:00
LPIG   BHE          5241 n -  s4        0 n -  s4        0 y        -1 20090520 12:00:00
