CONTIN           BORG                 BORG   BHZ      7200.00 1  2003241  2286324 20120105 12:00:00
CONTIN           BORG                 BORG   BHN      7200.00 1  2003241  2286324 20120105 12:00:00
CONTIN           BORG                 BORG   BHE      7200.00 1  2003241  2286324 20120105 12:00:00
