FITZ   BH1          8616 n -  s4       40 n -  s4       40 y        -1 20181107 12:00:00
FITZ   BH2          8617 n -  s4       40 n -  s4       40 y        -1 20181107 12:00:00
FITZ   BHZ          4101 n -  s4       40 n -  s4       40 y        -1 20181107 12:00:00
