   10393 Trillium_T-120PH_+_Q330                            T-120  b d   40.000000   8.31000000E-02         1.000000 responses                                                        KAPI_BH1_AF_2015286.fap          fap    20160322 12:00:00
   10394 Trillium_T-120PH_+_Q330                            T-120  b d   40.000000   8.26000000E-02         1.000000 responses                                                        KAPI_BH2_AF_2015286.fap          fap    20160322 12:00:00
   10392 Trillium_T-120PH_+_Q330                            T-120  b d   40.000000   8.03000000E-02         1.000000 responses                                                        KAPI_BHZ_AF_2015286.fap          fap    20160322 12:00:00
