    6039 Streckeisen_STS-2_+_Quanterra_Q680                 STS-2  h d   80.000000   1.70000000E-01         8.330000 responses                                                        YBH.HH.1038355200                fap    20080911 12:00:00
    6040 Streckeisen_STS-2_+_Quanterra_Q680                 STS-2  h d   80.000000   1.62000000E-01         8.330000 responses                                                        YBH.HH.1038355200                fap    20080911 12:00:00
    6041 Streckeisen_STS-2_+_Quanterra_Q680                 STS-2  h d   80.000000   1.59000000E-01         8.330000 responses                                                        YBH.HH.1038355200                fap    20080911 12:00:00
    5586 Streckeisen_STS-2_+_Quanterra_Q330                 STS-2  h d  100.000000   1.89730000E-02         1.000000 responses                                                        YBH.HH.1319068800                fap    20111205 12:00:00
    5587 Streckeisen_STS-2_+_Quanterra_Q330                 STS-2  h d  100.000000   1.89730000E-02         1.000000 responses                                                        YBH.HH.1319068800                fap    20111205 12:00:00
    5588 Streckeisen_STS-2_+_Quanterra_Q330                 STS-2  h d  100.000000   1.89730000E-02         1.000000 responses                                                        YBH.HH.1319068800                fap    20111205 12:00:00
