IDI    HHE          4170 n -  s4       80 n -  s4       80 y        -1 20180227 12:00:00
IDI    HHN          4169 n -  s4       80 n -  s4       80 y        -1 20180227 12:00:00
IDI    HHZ          4168 n -  s4       80 n -  s4       80 y        -1 20180227 12:00:00
