VNDA    1995100  2002340  -77.513900  161.845600    0.0980 Dry_Valley,_Greater_Antarctica,_Antarctica         ss   VNDA      0.0000    0.0000 20041108 12:00:00
VNDA    2002352  2286324  -77.517275  161.852758    0.1211 Dry_Valley,_Greater_Antarctica,_Antarctica         ss   VNDA      0.0000    0.0000 20041108 12:00:00
VNDA1   2002352  2286324  -77.517304  161.852600    0.1211 Dry_Valley,_Greater_Antarctica,_Antarctica         ss   VNDA      0.0000    0.0000 20041108 12:00:00
VNDAB   2002352  2286324  -77.517275  161.852758    0.1211 Dry_Valley,_Greater_Antarctica,_Antarctica         ss   VNDA      0.0000    0.0000 20041108 12:00:00
